app,family,variant_id,sample_id,source_ir,function,entity_id,role,bb,def_opcode,use_count,is_loop_carried,is_output_related,fanout,reduction_depth,distance_to_output,same_loop_neighbor_count,num_arith_users,format,format_n,format_es,tol_whole_app_rel_err,actual_whole_app_rel_err,is_feasible_under_tol,margin_to_tol,label_status,notes
prefix_recurrence_v07,prefix_recurrence,v07,,/home/hoju/test/posit_test/generated_apps/compiled_accum_O1/ir/prefix_recurrence/prefix_recurrence_v07.ll,main,%21,accumulator,entry,phi,1,1,1,1,0,2,1,0,posit_16_1,16,1,1.000000e-03,2.342830e-04,1,7.657170e-04,actual_eval,single-accumulator substitution; other entities fixed to fp64
prefix_recurrence_v07,prefix_recurrence,v07,,/home/hoju/test/posit_test/generated_apps/compiled_accum_O1/ir/prefix_recurrence/prefix_recurrence_v07.ll,main,%21,accumulator,entry,phi,1,1,1,1,0,2,1,0,posit_16_2,16,2,1.000000e-03,5.868800e-04,1,4.131200e-04,actual_eval,single-accumulator substitution; other entities fixed to fp64
prefix_recurrence_v07,prefix_recurrence,v07,,/home/hoju/test/posit_test/generated_apps/compiled_accum_O1/ir/prefix_recurrence/prefix_recurrence_v07.ll,main,%21,accumulator,entry,phi,1,1,1,1,0,2,1,0,posit_32_0,32,0,1.000000e-03,2.415010e-09,1,9.999976e-04,actual_eval,single-accumulator substitution; other entities fixed to fp64
prefix_recurrence_v07,prefix_recurrence,v07,,/home/hoju/test/posit_test/generated_apps/compiled_accum_O1/ir/prefix_recurrence/prefix_recurrence_v07.ll,main,%21,accumulator,entry,phi,1,1,1,1,0,2,1,0,posit_32_1,32,1,1.000000e-03,3.849970e-09,1,9.999962e-04,actual_eval,single-accumulator substitution; other entities fixed to fp64
prefix_recurrence_v07,prefix_recurrence,v07,,/home/hoju/test/posit_test/generated_apps/compiled_accum_O1/ir/prefix_recurrence/prefix_recurrence_v07.ll,main,%21,accumulator,entry,phi,1,1,1,1,0,2,1,0,posit_32_2,32,2,1.000000e-03,2.415010e-09,1,9.999976e-04,actual_eval,single-accumulator substitution; other entities fixed to fp64
prefix_recurrence_v08,prefix_recurrence,v08,,/home/hoju/test/posit_test/generated_apps/compiled_accum_O1/ir/prefix_recurrence/prefix_recurrence_v08.ll,main,%21,accumulator,entry,phi,1,1,1,1,0,2,1,0,posit_8_0,8,0,1.000000e-03,2.134790e-01,0,-2.124790e-01,actual_eval,single-accumulator substitution; other entities fixed to fp64
prefix_recurrence_v08,prefix_recurrence,v08,,/home/hoju/test/posit_test/generated_apps/compiled_accum_O1/ir/prefix_recurrence/prefix_recurrence_v08.ll,main,%21,accumulator,entry,phi,1,1,1,1,0,2,1,0,posit_8_1,8,1,1.000000e-03,2.134790e-01,0,-2.124790e-01,actual_eval,single-accumulator substitution; other entities fixed to fp64
prefix_recurrence_v08,prefix_recurrence,v08,,/home/hoju/test/posit_test/generated_apps/compiled_accum_O1/ir/prefix_recurrence/prefix_recurrence_v08.ll,main,%21,accumulator,entry,phi,1,1,1,1,0,2,1,0,posit_8_2,8,2,1.000000e-03,5.617440e-02,0,-5.517440e-02,actual_eval,single-accumulator substitution; other entities fixed to fp64
prefix_recurrence_v08,prefix_recurrence,v08,,/home/hoju/test/posit_test/generated_apps/compiled_accum_O1/ir/prefix_recurrence/prefix_recurrence_v08.ll,main,%21,accumulator,entry,phi,1,1,1,1,0,2,1,0,posit_16_0,16,0,1.000000e-03,5.648460e-04,1,4.351540e-04,actual_eval,single-accumulator substitution; other entities fixed to fp64
prefix_recurrence_v08,prefix_recurrence,v08,,/home/hoju/test/posit_test/generated_apps/compiled_accum_O1/ir/prefix_recurrence/prefix_recurrence_v08.ll,main,%21,accumulator,entry,phi,1,1,1,1,0,2,1,0,posit_16_1,16,1,1.000000e-03,5.648460e-04,1,4.351540e-04,actual_eval,single-accumulator substitution; other entities fixed to fp64
