sample_id,rows,cols,dist_type,posit_n,posit_es,abs_err,rel_err,fp32_abs_err,fp32_rel_err,x_mean,x_std,x_p1,x_p50,x_p99,y_mean,y_std,y_p1,y_p50,y_p99
59,16,16,0,32,1,1.03496e-07,1.11243e-08,1.63101e-07,1.75309e-08,-0.0514391,0.9946,0.0286624,0.684182,2.39746,0.033362,1.12986,0.0989586,0.701001,1.83361
59,16,16,0,32,2,1.34923e-07,1.45022e-08,1.63101e-07,1.75309e-08,-0.0514391,0.9946,0.0286624,0.684182,2.39746,0.033362,1.12986,0.0989586,0.701001,1.83361
60,16,16,0,8,0,4.38339,0.215047,2.01177e-06,9.86964e-08,-0.0194668,0.967663,0.0264898,0.636416,2.52013,-0.249684,1.18517,0.117185,0.552761,1.89787
60,16,16,0,8,1,4.38339,0.215047,2.01177e-06,9.86964e-08,-0.0194668,0.967663,0.0264898,0.636416,2.52013,-0.249684,1.18517,0.117185,0.552761,1.89787
60,16,16,0,8,2,4.38339,0.215047,2.01177e-06,9.86964e-08,-0.0194668,0.967663,0.0264898,0.636416,2.52013,-0.249684,1.18517,0.117185,0.552761,1.89787
60,16,16,0,16,0,0.00839435,0.000411823,2.01177e-06,9.86964e-08,-0.0194668,0.967663,0.0264898,0.636416,2.52013,-0.249684,1.18517,0.117185,0.552761,1.89787
60,16,16,0,16,1,0.00723065,0.000354733,2.01177e-06,9.86964e-08,-0.0194668,0.967663,0.0264898,0.636416,2.52013,-0.249684,1.18517,0.117185,0.552761,1.89787
60,16,16,0,16,2,0.0228557,0.00112129,2.01177e-06,9.86964e-08,-0.0194668,0.967663,0.0264898,0.636416,2.52013,-0.249684,1.18517,0.117185,0.552761,1.89787
60,16,16,0,32,0,1.04419e-07,5.12274e-09,2.01177e-06,9.86964e-08,-0.0194668,0.967663,0.0264898,0.636416,2.52013,-0.249684,1.18517,0.117185,0.552761,1.89787
60,16,16,0,32,1,1.04419e-07,5.12274e-09,2.01177e-06,9.86964e-08,-0.0194668,0.967663,0.0264898,0.636416,2.52013,-0.249684,1.18517,0.117185,0.552761,1.89787
60,16,16,0,32,2,1.04419e-07,5.12274e-09,2.01177e-06,9.86964e-08,-0.0194668,0.967663,0.0264898,0.636416,2.52013,-0.249684,1.18517,0.117185,0.552761,1.89787
61,16,16,0,8,0,1.49844,0.59975,1.38235e-06,5.53285e-07,-0.0137546,0.990893,0.0192339,0.633625,2.39941,0.256909,0.89542,0.0159988,0.650875,1.51694
61,16,16,0,8,1,1.49844,0.59975,1.38235e-06,5.53285e-07,-0.0137546,0.990893,0.0192339,0.633625,2.39941,0.256909,0.89542,0.0159988,0.650875,1.51694
61,16,16,0,8,2,3.49844,1.40025,1.38235e-06,5.53285e-07,-0.0137546,0.990893,0.0192339,0.633625,2.39941,0.256909,0.89542,0.0159988,0.650875,1.51694
61,16,16,0,16,0,0.00839882,0.00336163,1.38235e-06,5.53285e-07,-0.0137546,0.990893,0.0192339,0.633625,2.39941,0.256909,0.89542,0.0159988,0.650875,1.51694
61,16,16,0,16,1,0.00449257,0.00179815,1.38235e-06,5.53285e-07,-0.0137546,0.990893,0.0192339,0.633625,2.39941,0.256909,0.89542,0.0159988,0.650875,1.51694
61,16,16,0,16,2,0.00331993,0.0013288,1.38235e-06,5.53285e-07,-0.0137546,0.990893,0.0192339,0.633625,2.39941,0.256909,0.89542,0.0159988,0.650875,1.51694
61,16,16,0,32,0,1.09109e-08,4.36709e-09,1.38235e-06,5.53285e-07,-0.0137546,0.990893,0.0192339,0.633625,2.39941,0.256909,0.89542,0.0159988,0.650875,1.51694
61,16,16,0,32,1,4.86937e-08,1.94897e-08,1.38235e-06,5.53285e-07,-0.0137546,0.990893,0.0192339,0.633625,2.39941,0.256909,0.89542,0.0159988,0.650875,1.51694
61,16,16,0,32,2,1.00848e-07,4.03644e-08,1.38235e-06,5.53285e-07,-0.0137546,0.990893,0.0192339,0.633625,2.39941,0.256909,0.89542,0.0159988,0.650875,1.51694
62,16,16,0,8,0,0.777936,0.487104,4.1012e-07,2.56796e-07,-0.039054,0.937007,0.0201017,0.661294,2.36795,0.201687,1.03197,0.0910744,0.607702,1.81604
62,16,16,0,8,1,0.472064,0.295582,4.1012e-07,2.56796e-07,-0.039054,0.937007,0.0201017,0.661294,2.36795,0.201687,1.03197,0.0910744,0.607702,1.81604
62,16,16,0,8,2,0.152936,0.0957608,4.1012e-07,2.56796e-07,-0.039054,0.937007,0.0201017,0.661294,2.36795,0.201687,1.03197,0.0910744,0.607702,1.81604
62,16,16,0,16,0,0.00917322,0.0057438,4.1012e-07,2.56796e-07,-0.039054,0.937007,0.0201017,0.661294,2.36795,0.201687,1.03197,0.0910744,0.607702,1.81604
62,16,16,0,16,1,0.00352209,0.00220535,4.1012e-07,2.56796e-07,-0.039054,0.937007,0.0201017,0.661294,2.36795,0.201687,1.03197,0.0910744,0.607702,1.81604
62,16,16,0,16,2,0.00156897,0.000982407,4.1012e-07,2.56796e-07,-0.039054,0.937007,0.0201017,0.661294,2.36795,0.201687,1.03197,0.0910744,0.607702,1.81604
62,16,16,0,32,0,1.94053e-07,1.21506e-07,4.1012e-07,2.56796e-07,-0.039054,0.937007,0.0201017,0.661294,2.36795,0.201687,1.03197,0.0910744,0.607702,1.81604
62,16,16,0,32,1,2.9464e-08,1.84489e-08,4.1012e-07,2.56796e-07,-0.039054,0.937007,0.0201017,0.661294,2.36795,0.201687,1.03197,0.0910744,0.607702,1.81604
62,16,16,0,32,2,2.20135e-08,1.37837e-08,4.1012e-07,2.56796e-07,-0.039054,0.937007,0.0201017,0.661294,2.36795,0.201687,1.03197,0.0910744,0.607702,1.81604
63,16,16,0,8,0,4.35499,0.213952,3.31887e-06,1.63049e-07,-0.0791875,1.02559,0.020618,0.668172,2.54739,0.293547,0.953227,0.0988689,0.946098,1.47792
63,16,16,0,8,1,0.354992,0.0174401,3.31887e-06,1.63049e-07,-0.0791875,1.02559,0.020618,0.668172,2.54739,0.293547,0.953227,0.0988689,0.946098,1.47792
63,16,16,0,8,2,0.354992,0.0174401,3.31887e-06,1.63049e-07,-0.0791875,1.02559,0.020618,0.668172,2.54739,0.293547,0.953227,0.0988689,0.946098,1.47792
63,16,16,0,16,0,0.0112424,0.000552317,3.31887e-06,1.63049e-07,-0.0791875,1.02559,0.020618,0.668172,2.54739,0.293547,0.953227,0.0988689,0.946098,1.47792
63,16,16,0,16,1,0.00438259,0.000215308,3.31887e-06,1.63049e-07,-0.0791875,1.02559,0.020618,0.668172,2.54739,0.293547,0.953227,0.0988689,0.946098,1.47792
63,16,16,0,16,2,0.0112424,0.000552317,3.31887e-06,1.63049e-07,-0.0791875,1.02559,0.020618,0.668172,2.54739,0.293547,0.953227,0.0988689,0.946098,1.47792
63,16,16,0,32,0,1.89921e-08,9.33042e-10,3.31887e-06,1.63049e-07,-0.0791875,1.02559,0.020618,0.668172,2.54739,0.293547,0.953227,0.0988689,0.946098,1.47792
63,16,16,0,32,1,1.89921e-08,9.33042e-10,3.31887e-06,1.63049e-07,-0.0791875,1.02559,0.020618,0.668172,2.54739,0.293547,0.953227,0.0988689,0.946098,1.47792
63,16,16,0,32,2,2.19427e-07,1.078e-08,3.31887e-06,1.63049e-07,-0.0791875,1.02559,0.020618,0.668172,2.54739,0.293547,0.953227,0.0988689,0.946098,1.47792
64,16,16,0,8,0,1.36426,0.120048,8.10732e-07,7.13405e-08,-0.0652624,0.997438,0.0150465,0.644681,2.42341,0.306276,0.965748,0.0792196,0.823453,1.67403
64,16,16,0,8,1,2.63574,0.231932,8.10732e-07,7.13405e-08,-0.0652624,0.997438,0.0150465,0.644681,2.42341,0.306276,0.965748,0.0792196,0.823453,1.67403
64,16,16,0,8,2,3.36426,0.296039,8.10732e-07,7.13405e-08,-0.0652624,0.997438,0.0150465,0.644681,2.42341,0.306276,0.965748,0.0792196,0.823453,1.67403
64,16,16,0,16,0,0.0205124,0.001805,8.10732e-07,7.13405e-08,-0.0652624,0.997438,0.0150465,0.644681,2.42341,0.306276,0.965748,0.0792196,0.823453,1.67403
64,16,16,0,16,1,0.00488744,0.000430071,8.10732e-07,7.13405e-08,-0.0652624,0.997438,0.0150465,0.644681,2.42341,0.306276,0.965748,0.0792196,0.823453,1.67403
64,16,16,0,16,2,0.0107376,0.000944853,8.10732e-07,7.13405e-08,-0.0652624,0.997438,0.0150465,0.644681,2.42341,0.306276,0.965748,0.0792196,0.823453,1.67403
64,16,16,0,32,0,2.37327e-08,2.08837e-09,8.10732e-07,7.13405e-08,-0.0652624,0.997438,0.0150465,0.644681,2.42341,0.306276,0.965748,0.0792196,0.823453,1.67403
64,16,16,0,32,1,2.37327e-08,2.08837e-09,8.10732e-07,7.13405e-08,-0.0652624,0.997438,0.0150465,0.644681,2.42341,0.306276,0.965748,0.0792196,0.823453,1.67403
64,16,16,0,32,2,2.37327e-08,2.08837e-09,8.10732e-07,7.13405e-08,-0.0652624,0.997438,0.0150465,0.644681,2.42341,0.306276,0.965748,0.0792196,0.823453,1.67403
65,16,16,0,8,0,4.63461,0.457305,3.40749e-06,3.36223e-07,0.0413077,1.0095,0.01342,0.74687,2.43717,-0.0214487,0.880166,0.00622117,0.556123,1.45547
65,16,16,0,8,1,2.13461,0.210626,3.40749e-06,3.36223e-07,0.0413077,1.0095,0.01342,0.74687,2.43717,-0.0214487,0.880166,0.00622117,0.556123,1.45547
65,16,16,0,8,2,3.13461,0.309298,3.40749e-06,3.36223e-07,0.0413077,1.0095,0.01342,0.74687,2.43717,-0.0214487,0.880166,0.00622117,0.556123,1.45547
65,16,16,0,16,0,0.0138277,0.00136441,3.40749e-06,3.36223e-07,0.0413077,1.0095,0.01342,0.74687,2.43717,-0.0214487,0.880166,0.00622117,0.556123,1.45547
65,16,16,0,16,1,0.0213285,0.00210452,3.40749e-06,3.36223e-07,0.0413077,1.0095,0.01342,0.74687,2.43717,-0.0214487,0.880166,0.00622117,0.556123,1.45547
65,16,16,0,16,2,0.029141,0.0028754,3.40749e-06,3.36223e-07,0.0413077,1.0095,0.01342,0.74687,2.43717,-0.0214487,0.880166,0.00622117,0.556123,1.45547
65,16,16,0,32,0,6.6568e-07,6.56838e-08,3.40749e-06,3.36223e-07,0.0413077,1.0095,0.01342,0.74687,2.43717,-0.0214487,0.880166,0.00622117,0.556123,1.45547
65,16,16,0,32,1,3.47599e-07,3.42982e-08,3.40749e-06,3.36223e-07,0.0413077,1.0095,0.01342,0.74687,2.43717,-0.0214487,0.880166,0.00622117,0.556123,1.45547
65,16,16,0,32,2,2.2839e-07,2.25356e-08,3.40749e-06,3.36223e-07,0.0413077,1.0095,0.01342,0.74687,2.43717,-0.0214487,0.880166,0.00622117,0.556123,1.45547
66,16,16,0,8,0,7.14645,0.416789,3.90478e-07,2.27731e-08,-0.0323425,1.0373,0.0131972,0.759099,2.52872,-0.0791269,0.901574,0.216159,0.652853,1.56383
66,16,16,0,8,1,3.14645,0.183504,3.90478e-07,2.27731e-08,-0.0323425,1.0373,0.0131972,0.759099,2.52872,-0.0791269,0.901574,0.216159,0.652853,1.56383
66,16,16,0,8,2,6.85355,0.399707,3.90478e-07,2.27731e-08,-0.0323425,1.0373,0.0131972,0.759099,2.52872,-0.0791269,0.901574,0.216159,0.652853,1.56383
66,16,16,0,16,0,0.0214504,0.00125101,3.90478e-07,2.27731e-08,-0.0323425,1.0373,0.0131972,0.759099,2.52872,-0.0791269,0.901574,0.216159,0.652853,1.56383
66,16,16,0,16,1,0.00979957,0.000571522,3.90478e-07,2.27731e-08,-0.0323425,1.0373,0.0131972,0.759099,2.52872,-0.0791269,0.901574,0.216159,0.652853,1.56383
66,16,16,0,16,2,0.00979957,0.000571522,3.90478e-07,2.27731e-08,-0.0323425,1.0373,0.0131972,0.759099,2.52872,-0.0791269,0.901574,0.216159,0.652853,1.56383
66,16,16,0,32,0,8.63595e-08,5.03658e-09,3.90478e-07,2.27731e-08,-0.0323425,1.0373,0.0131972,0.759099,2.52872,-0.0791269,0.901574,0.216159,0.652853,1.56383
66,16,16,0,32,1,8.63595e-08,5.03658e-09,3.90478e-07,2.27731e-08,-0.0323425,1.0373,0.0131972,0.759099,2.52872,-0.0791269,0.901574,0.216159,0.652853,1.56383
66,16,16,0,32,2,8.63595e-08,5.03658e-09,3.90478e-07,2.27731e-08,-0.0323425,1.0373,0.0131972,0.759099,2.52872,-0.0791269,0.901574,0.216159,0.652853,1.56383
67,16,16,0,8,0,1.10972,0.0484801,1.6713e-07,7.30134e-09,0.0300921,0.977308,0.0232664,0.625662,2.4949,-0.0894451,0.914714,0.0483323,0.559459,1.72078
67,16,16,0,8,1,2.89028,0.126267,1.6713e-07,7.30134e-09,0.0300921,0.977308,0.0232664,0.625662,2.4949,-0.0894451,0.914714,0.0483323,0.559459,1.72078
67,16,16,0,8,2,2.89028,0.126267,1.6713e-07,7.30134e-09,0.0300921,0.977308,0.0232664,0.625662,2.4949,-0.0894451,0.914714,0.0483323,0.559459,1.72078
67,16,16,0,16,0,0.0152761,0.000667363,1.6713e-07,7.30134e-09,0.0300921,0.977308,0.0232664,0.625662,2.4949,-0.0894451,0.914714,0.0483323,0.559459,1.72078
67,16,16,0,16,1,0.000348878,1.52413e-05,1.6713e-07,7.30134e-09,0.0300921,0.977308,0.0232664,0.625662,2.4949,-0.0894451,0.914714,0.0483323,0.559459,1.72078
67,16,16,0,16,2,0.000348878,1.52413e-05,1.6713e-07,7.30134e-09,0.0300921,0.977308,0.0232664,0.625662,2.4949,-0.0894451,0.914714,0.0483323,0.559459,1.72078
67,16,16,0,32,0,3.09707e-07,1.35301e-08,1.6713e-07,7.30134e-09,0.0300921,0.977308,0.0232664,0.625662,2.4949,-0.0894451,0.914714,0.0483323,0.559459,1.72078
67,16,16,0,32,1,7.12889e-08,3.11437e-09,1.6713e-07,7.30134e-09,0.0300921,0.977308,0.0232664,0.625662,2.4949,-0.0894451,0.914714,0.0483323,0.559459,1.72078
67,16,16,0,32,2,3.09707e-07,1.35301e-08,1.6713e-07,7.30134e-09,0.0300921,0.977308,0.0232664,0.625662,2.4949,-0.0894451,0.914714,0.0483323,0.559459,1.72078
68,16,16,0,8,0,1.76356,0.0583256,3.85965e-06,1.27649e-07,0.0592913,0.977463,0.0267269,0.6389,2.37826,-0.152688,1.08538,0.0269378,0.722611,2.12548
68,16,16,0,8,1,2.23644,0.0739651,3.85965e-06,1.27649e-07,0.0592913,0.977463,0.0267269,0.6389,2.37826,-0.152688,1.08538,0.0269378,0.722611,2.12548
68,16,16,0,8,2,6.23644,0.206256,3.85965e-06,1.27649e-07,0.0592913,0.977463,0.0267269,0.6389,2.37826,-0.152688,1.08538,0.0269378,0.722611,2.12548
68,16,16,0,16,0,0.0176907,0.000585079,3.85965e-06,1.27649e-07,0.0592913,0.977463,0.0267269,0.6389,2.37826,-0.152688,1.08538,0.0269378,0.722611,2.12548
68,16,16,0,16,1,0.0176907,0.000585079,3.85965e-06,1.27649e-07,0.0592913,0.977463,0.0267269,0.6389,2.37826,-0.152688,1.08538,0.0269378,0.722611,2.12548
68,16,16,0,16,2,0.0020657,6.83183e-05,3.85965e-06,1.27649e-07,0.0592913,0.977463,0.0267269,0.6389,2.37826,-0.152688,1.08538,0.0269378,0.722611,2.12548
68,16,16,0,32,0,4.49567e-08,1.48684e-09,3.85965e-06,1.27649e-07,0.0592913,0.977463,0.0267269,0.6389,2.37826,-0.152688,1.08538,0.0269378,0.722611,2.12548
68,16,16,0,32,1,1.93462e-07,6.3983e-09,3.85965e-06,1.27649e-07,0.0592913,0.977463,0.0267269,0.6389,2.37826,-0.152688,1.08538,0.0269378,0.722611,2.12548
68,16,16,0,32,2,4.49567e-08,1.48684e-09,3.85965e-06,1.27649e-07,0.0592913,0.977463,0.0267269,0.6389,2.37826,-0.152688,1.08538,0.0269378,0.722611,2.12548
69,16,16,0,8,0,2.53157,0.174212,1.98835e-06,1.3683e-07,-0.0313769,1.06277,0.0232279,0.689406,2.69538,-0.192494,0.739608,0.107051,0.542171,1.34435
69,16,16,0,8,1,1.46843,0.101051,1.98835e-06,1.3683e-07,-0.0313769,1.06277,0.0232279,0.689406,2.69538,-0.192494,0.739608,0.107051,0.542171,1.34435
69,16,16,0,8,2,1.46843,0.101051,1.98835e-06,1.3683e-07,-0.0313769,1.06277,0.0232279,0.689406,2.69538,-0.192494,0.739608,0.107051,0.542171,1.34435
69,16,16,0,16,0,0.0153026,0.00105306,1.98835e-06,1.3683e-07,-0.0313769,1.06277,0.0232279,0.689406,2.69538,-0.192494,0.739608,0.107051,0.542171,1.34435
69,16,16,0,16,1,0.00358383,0.000246623,1.98835e-06,1.3683e-07,-0.0313769,1.06277,0.0232279,0.689406,2.69538,-0.192494,0.739608,0.107051,0.542171,1.34435
69,16,16,0,16,2,0.000322423,2.21878e-05,1.98835e-06,1.3683e-07,-0.0313769,1.06277,0.0232279,0.689406,2.69538,-0.192494,0.739608,0.107051,0.542171,1.34435
69,16,16,0,32,0,3.95832e-07,2.72395e-08,1.98835e-06,1.3683e-07,-0.0313769,1.06277,0.0232279,0.689406,2.69538,-0.192494,0.739608,0.107051,0.542171,1.34435
69,16,16,0,32,1,3.95832e-07,2.72395e-08,1.98835e-06,1.3683e-07,-0.0313769,1.06277,0.0232279,0.689406,2.69538,-0.192494,0.739608,0.107051,0.542171,1.34435
69,16,16,0,32,2,1.57414e-07,1.08325e-08,1.98835e-06,1.3683e-07,-0.0313769,1.06277,0.0232279,0.689406,2.69538,-0.192494,0.739608,0.107051,0.542171,1.34435
70,16,16,0,8,0,0.470682,0.0493931,3.85833e-06,4.04891e-07,-0.0112791,0.898325,0.0321985,0.616722,2.15561,0.000996717,1.04748,0.0591838,0.448654,1.85484
70,16,16,0,8,1,0.470682,0.0493931,3.85833e-06,4.04891e-07,-0.0112791,0.898325,0.0321985,0.616722,2.15561,0.000996717,1.04748,0.0591838,0.448654,1.85484
70,16,16,0,8,2,0.470682,0.0493931,3.85833e-06,4.04891e-07,-0.0112791,0.898325,0.0321985,0.616722,2.15561,0.000996717,1.04748,0.0591838,0.448654,1.85484
70,16,16,0,16,0,0.00588031,0.000617076,3.85833e-06,4.04891e-07,-0.0112791,0.898325,0.0321985,0.616722,2.15561,0.000996717,1.04748,0.0591838,0.448654,1.85484
70,16,16,0,16,1,0.00193219,0.000202762,3.85833e-06,4.04891e-07,-0.0112791,0.898325,0.0321985,0.616722,2.15561,0.000996717,1.04748,0.0591838,0.448654,1.85484
70,16,16,0,16,2,0.00974469,0.0010226,3.85833e-06,4.04891e-07,-0.0112791,0.898325,0.0321985,0.616722,2.15561,0.000996717,1.04748,0.0591838,0.448654,1.85484
70,16,16,0,32,0,7.5573e-08,7.93058e-09,3.85833e-06,4.04891e-07,-0.0112791,0.898325,0.0321985,0.616722,2.15561,0.000996717,1.04748,0.0591838,0.448654,1.85484
70,16,16,0,32,1,4.36363e-08,4.57916e-09,3.85833e-06,4.04891e-07,-0.0112791,0.898325,0.0321985,0.616722,2.15561,0.000996717,1.04748,0.0591838,0.448654,1.85484
70,16,16,0,32,2,1.62846e-07,1.70889e-08,3.85833e-06,4.04891e-07,-0.0112791,0.898325,0.0321985,0.616722,2.15561,0.000996717,1.04748,0.0591838,0.448654,1.85484
71,16,16,0,8,0,3.33619,0.122043,1.75278e-06,6.41195e-08,0.128348,0.996002,0.03571,0.651681,2.49437,-0.174101,0.821296,0.0694112,0.346149,1.48711
71,16,16,0,8,1,3.33619,0.122043,1.75278e-06,6.41195e-08,0.128348,0.996002,0.03571,0.651681,2.49437,-0.174101,0.821296,0.0694112,0.346149,1.48711
71,16,16,0,8,2,3.33619,0.122043,1.75278e-06,6.41195e-08,0.128348,0.996002,0.03571,0.651681,2.49437,-0.174101,0.821296,0.0694112,0.346149,1.48711
71,16,16,0,16,0,0.0388087,0.00141968,1.75278e-06,6.41195e-08,0.128348,0.996002,0.03571,0.651681,2.49437,-0.174101,0.821296,0.0694112,0.346149,1.48711
71,16,16,0,16,1,0.00755867,0.000276508,1.75278e-06,6.41195e-08,0.128348,0.996002,0.03571,0.651681,2.49437,-0.174101,0.821296,0.0694112,0.346149,1.48711
71,16,16,0,16,2,0.0231837,0.000848094,1.75278e-06,6.41195e-08,0.128348,0.996002,0.03571,0.651681,2.49437,-0.174101,0.821296,0.0694112,0.346149,1.48711
71,16,16,0,32,0,1.54565e-07,5.65424e-09,1.75278e-06,6.41195e-08,0.128348,0.996002,0.03571,0.651681,2.49437,-0.174101,0.821296,0.0694112,0.346149,1.48711
71,16,16,0,32,1,1.54565e-07,5.65424e-09,1.75278e-06,6.41195e-08,0.128348,0.996002,0.03571,0.651681,2.49437,-0.174101,0.821296,0.0694112,0.346149,1.48711
71,16,16,0,32,2,8.38531e-08,3.06748e-09,1.75278e-06,6.41195e-08,0.128348,0.996002,0.03571,0.651681,2.49437,-0.174101,0.821296,0.0694112,0.346149,1.48711
72,16,16,0,8,0,1.33972,0.433605,9.17625e-07,2.96993e-07,-0.0454437,1.01429,0.0267707,0.649634,2.37003,0.314266,0.602759,0.0147005,0.494884,1.12971
72,16,16,0,8,1,0.464717,0.150408,9.17625e-07,2.96993e-07,-0.0454437,1.01429,0.0267707,0.649634,2.37003,0.314266,0.602759,0.0147005,0.494884,1.12971
72,16,16,0,8,2,0.160283,0.0518762,9.17625e-07,2.96993e-07,-0.0454437,1.01429,0.0267707,0.649634,2.37003,0.314266,0.602759,0.0147005,0.494884,1.12971
72,16,16,0,16,0,0.00256804,0.000831158,9.17625e-07,2.96993e-07,-0.0454437,1.01429,0.0267707,0.649634,2.37003,0.314266,0.602759,0.0147005,0.494884,1.12971
72,16,16,0,16,1,0.00354461,0.00114723,9.17625e-07,2.96993e-07,-0.0454437,1.01429,0.0267707,0.649634,2.37003,0.314266,0.602759,0.0147005,0.494884,1.12971
72,16,16,0,16,2,0.000126636,4.09864e-05,9.17625e-07,2.96993e-07,-0.0454437,1.01429,0.0267707,0.649634,2.37003,0.314266,0.602759,0.0147005,0.494884,1.12971
72,16,16,0,32,0,8.65415e-09,2.80095e-09,9.17625e-07,2.96993e-07,-0.0454437,1.01429,0.0267707,0.649634,2.37003,0.314266,0.602759,0.0147005,0.494884,1.12971
72,16,16,0,32,1,1.20357e-09,3.89541e-10,9.17625e-07,2.96993e-07,-0.0454437,1.01429,0.0267707,0.649634,2.37003,0.314266,0.602759,0.0147005,0.494884,1.12971
72,16,16,0,32,2,8.07528e-08,2.6136e-08,9.17625e-07,2.96993e-07,-0.0454437,1.01429,0.0267707,0.649634,2.37003,0.314266,0.602759,0.0147005,0.494884,1.12971
73,16,16,0,8,0,2.10117,0.212264,3.48002e-07,3.51558e-08,-0.0481521,0.879489,0.0167663,0.675619,2.05844,0.155818,0.953246,0.0415112,0.812519,1.62545
73,16,16,0,8,1,0.101169,0.0102203,3.48002e-07,3.51558e-08,-0.0481521,0.879489,0.0167663,0.675619,2.05844,0.155818,0.953246,0.0415112,0.812519,1.62545
73,16,16,0,8,2,2.10117,0.212264,3.48002e-07,3.51558e-08,-0.0481521,0.879489,0.0167663,0.675619,2.05844,0.155818,0.953246,0.0415112,0.812519,1.62545
73,16,16,0,16,0,0.000393519,3.97541e-05,3.48002e-07,3.51558e-08,-0.0481521,0.879489,0.0167663,0.675619,2.05844,0.155818,0.953246,0.0415112,0.812519,1.62545
73,16,16,0,16,1,0.00351273,0.000354863,3.48002e-07,3.51558e-08,-0.0481521,0.879489,0.0167663,0.675619,2.05844,0.155818,0.953246,0.0415112,0.812519,1.62545
73,16,16,0,16,2,0.000393519,3.97541e-05,3.48002e-07,3.51558e-08,-0.0481521,0.879489,0.0167663,0.675619,2.05844,0.155818,0.953246,0.0415112,0.812519,1.62545
73,16,16,0,32,0,1.09583e-07,1.10703e-08,3.48002e-07,3.51558e-08,-0.0481521,0.879489,0.0167663,0.675619,2.05844,0.155818,0.953246,0.0415112,0.812519,1.62545
73,16,16,0,32,1,9.62615e-09,9.72453e-10,3.48002e-07,3.51558e-08,-0.0481521,0.879489,0.0167663,0.675619,2.05844,0.155818,0.953246,0.0415112,0.812519,1.62545
73,16,16,0,32,2,4.99785e-08,5.04893e-09,3.48002e-07,3.51558e-08,-0.0481521,0.879489,0.0167663,0.675619,2.05844,0.155818,0.953246,0.0415112,0.812519,1.62545
74,16,16,0,8,0,5.61128,0.259646,1.21543e-06,5.62405e-08,-0.0739116,1.10365,0.0144457,0.777025,2.85985,0.123819,0.99791,0.0186155,1.0081,1.35308
74,16,16,0,8,1,1.61128,0.0745573,1.21543e-06,5.62405e-08,-0.0739116,1.10365,0.0144457,0.777025,2.85985,0.123819,0.99791,0.0186155,1.0081,1.35308
74,16,16,0,8,2,5.61128,0.259646,1.21543e-06,5.62405e-08,-0.0739116,1.10365,0.0144457,0.777025,2.85985,0.123819,0.99791,0.0186155,1.0081,1.35308
74,16,16,0,16,0,0.0137208,0.000634889,1.21543e-06,5.62405e-08,-0.0739116,1.10365,0.0144457,0.777025,2.85985,0.123819,0.99791,0.0186155,1.0081,1.35308
74,16,16,0,16,1,0.00190423,8.81126e-05,1.21543e-06,5.62405e-08,-0.0739116,1.10365,0.0144457,0.777025,2.85985,0.123819,0.99791,0.0186155,1.0081,1.35308
74,16,16,0,16,2,0.00190423,8.81126e-05,1.21543e-06,5.62405e-08,-0.0739116,1.10365,0.0144457,0.777025,2.85985,0.123819,0.99791,0.0186155,1.0081,1.35308
74,16,16,0,32,0,6.9192e-07,3.20166e-08,1.21543e-06,5.62405e-08,-0.0739116,1.10365,0.0144457,0.777025,2.85985,0.123819,0.99791,0.0186155,1.0081,1.35308
74,16,16,0,32,1,2.61754e-07,1.21119e-08,1.21543e-06,5.62405e-08,-0.0739116,1.10365,0.0144457,0.777025,2.85985,0.123819,0.99791,0.0186155,1.0081,1.35308
74,16,16,0,32,2,2.61754e-07,1.21119e-08,1.21543e-06,5.62405e-08,-0.0739116,1.10365,0.0144457,0.777025,2.85985,0.123819,0.99791,0.0186155,1.0081,1.35308
75,16,16,0,8,0,0.217325,0.0301116,1.05617e-07,1.46338e-08,-0.0215859,0.987977,0.00831511,0.70198,2.57882,-0.0321216,0.637757,0.0310023,0.256522,1.12381
75,16,16,0,8,1,0.717325,0.0993893,1.05617e-07,1.46338e-08,-0.0215859,0.987977,0.00831511,0.70198,2.57882,-0.0321216,0.637757,0.0310023,0.256522,1.12381
75,16,16,0,8,2,0.217325,0.0301116,1.05617e-07,1.46338e-08,-0.0215859,0.987977,0.00831511,0.70198,2.57882,-0.0321216,0.637757,0.0310023,0.256522,1.12381
75,16,16,0,16,0,0.00142516,0.000197464,1.05617e-07,1.46338e-08,-0.0215859,0.987977,0.00831511,0.70198,2.57882,-0.0321216,0.637757,0.0310023,0.256522,1.12381
75,16,16,0,16,1,0.00638734,0.000885001,1.05617e-07,1.46338e-08,-0.0215859,0.987977,0.00831511,0.70198,2.57882,-0.0321216,0.637757,0.0310023,0.256522,1.12381
75,16,16,0,16,2,0.00142516,0.000197464,1.05617e-07,1.46338e-08,-0.0215859,0.987977,0.00831511,0.70198,2.57882,-0.0321216,0.637757,0.0310023,0.256522,1.12381
75,16,16,0,32,0,4.60123e-08,6.37526e-09,1.05617e-07,1.46338e-08,-0.0215859,0.987977,0.00831511,0.70198,2.57882,-0.0321216,0.637757,0.0310023,0.256522,1.12381
75,16,16,0,32,1,1.35923e-08,1.88329e-09,1.05617e-07,1.46338e-08,-0.0215859,0.987977,0.00831511,0.70198,2.57882,-0.0321216,0.637757,0.0310023,0.256522,1.12381
75,16,16,0,32,2,4.33946e-08,6.01256e-09,1.05617e-07,1.46338e-08,-0.0215859,0.987977,0.00831511,0.70198,2.57882,-0.0321216,0.637757,0.0310023,0.256522,1.12381
