app,family,variant_id,sample_id,source_ir,function,entity_id,role,bb,def_opcode,use_count,is_loop_carried,is_output_related,fanout,reduction_depth,distance_to_output,same_loop_neighbor_count,num_arith_users,format,format_n,format_es,tol_whole_app_rel_err,actual_whole_app_rel_err,is_feasible_under_tol,margin_to_tol,label_status,notes
ema_recurrence_v05,ema_recurrence,v05,,/home/hoju/test/posit_test/generated_apps/compiled_lcs_O1/ir/ema_recurrence/ema_recurrence_v05.ll,main,%24,loop_carried_state,entry,phi,1,1,1,1,1,4,3,1,posit_8_1,8,1,1.000000e-03,1.485670e-02,0,-1.385670e-02,actual_eval,single-loop_carried_state substitution; other entities fixed to fp64
ema_recurrence_v05,ema_recurrence,v05,,/home/hoju/test/posit_test/generated_apps/compiled_lcs_O1/ir/ema_recurrence/ema_recurrence_v05.ll,main,%24,loop_carried_state,entry,phi,1,1,1,1,1,4,3,1,posit_8_2,8,2,1.000000e-03,1.485670e-02,0,-1.385670e-02,actual_eval,single-loop_carried_state substitution; other entities fixed to fp64
ema_recurrence_v05,ema_recurrence,v05,,/home/hoju/test/posit_test/generated_apps/compiled_lcs_O1/ir/ema_recurrence/ema_recurrence_v05.ll,main,%24,loop_carried_state,entry,phi,1,1,1,1,1,4,3,1,posit_16_0,16,0,1.000000e-03,1.558310e-04,1,8.441690e-04,actual_eval,single-loop_carried_state substitution; other entities fixed to fp64
ema_recurrence_v05,ema_recurrence,v05,,/home/hoju/test/posit_test/generated_apps/compiled_lcs_O1/ir/ema_recurrence/ema_recurrence_v05.ll,main,%24,loop_carried_state,entry,phi,1,1,1,1,1,4,3,1,posit_16_1,16,1,1.000000e-03,9.347130e-06,1,9.906529e-04,actual_eval,single-loop_carried_state substitution; other entities fixed to fp64
ema_recurrence_v05,ema_recurrence,v05,,/home/hoju/test/posit_test/generated_apps/compiled_lcs_O1/ir/ema_recurrence/ema_recurrence_v05.ll,main,%24,loop_carried_state,entry,phi,1,1,1,1,1,4,3,1,posit_16_2,16,2,1.000000e-03,3.210100e-04,1,6.789900e-04,actual_eval,single-loop_carried_state substitution; other entities fixed to fp64
ema_recurrence_v05,ema_recurrence,v05,,/home/hoju/test/posit_test/generated_apps/compiled_lcs_O1/ir/ema_recurrence/ema_recurrence_v05.ll,main,%24,loop_carried_state,entry,phi,1,1,1,1,1,4,3,1,posit_32_0,32,0,1.000000e-03,1.118880e-09,1,9.999989e-04,actual_eval,single-loop_carried_state substitution; other entities fixed to fp64
ema_recurrence_v05,ema_recurrence,v05,,/home/hoju/test/posit_test/generated_apps/compiled_lcs_O1/ir/ema_recurrence/ema_recurrence_v05.ll,main,%24,loop_carried_state,entry,phi,1,1,1,1,1,4,3,1,posit_32_1,32,1,1.000000e-03,1.401550e-09,1,9.999986e-04,actual_eval,single-loop_carried_state substitution; other entities fixed to fp64
ema_recurrence_v05,ema_recurrence,v05,,/home/hoju/test/posit_test/generated_apps/compiled_lcs_O1/ir/ema_recurrence/ema_recurrence_v05.ll,main,%24,loop_carried_state,entry,phi,1,1,1,1,1,4,3,1,posit_32_2,32,2,1.000000e-03,1.401550e-09,1,9.999986e-04,actual_eval,single-loop_carried_state substitution; other entities fixed to fp64
ema_recurrence_v06,ema_recurrence,v06,,/home/hoju/test/posit_test/generated_apps/compiled_lcs_O1/ir/ema_recurrence/ema_recurrence_v06.ll,main,%24,loop_carried_state,entry,phi,1,1,1,1,1,4,3,1,posit_8_0,8,0,1.000000e-03,3.012420e-02,0,-2.912420e-02,actual_eval,single-loop_carried_state substitution; other entities fixed to fp64
ema_recurrence_v06,ema_recurrence,v06,,/home/hoju/test/posit_test/generated_apps/compiled_lcs_O1/ir/ema_recurrence/ema_recurrence_v06.ll,main,%24,loop_carried_state,entry,phi,1,1,1,1,1,4,3,1,posit_8_1,8,1,1.000000e-03,2.119760e-01,0,-2.109760e-01,actual_eval,single-loop_carried_state substitution; other entities fixed to fp64
ema_recurrence_v06,ema_recurrence,v06,,/home/hoju/test/posit_test/generated_apps/compiled_lcs_O1/ir/ema_recurrence/ema_recurrence_v06.ll,main,%24,loop_carried_state,entry,phi,1,1,1,1,1,4,3,1,posit_8_2,8,2,1.000000e-03,3.938280e-01,0,-3.928280e-01,actual_eval,single-loop_carried_state substitution; other entities fixed to fp64
ema_recurrence_v06,ema_recurrence,v06,,/home/hoju/test/posit_test/generated_apps/compiled_lcs_O1/ir/ema_recurrence/ema_recurrence_v06.ll,main,%24,loop_carried_state,entry,phi,1,1,1,1,1,4,3,1,posit_16_0,16,0,1.000000e-03,2.891700e-04,1,7.108300e-04,actual_eval,single-loop_carried_state substitution; other entities fixed to fp64
ema_recurrence_v06,ema_recurrence,v06,,/home/hoju/test/posit_test/generated_apps/compiled_lcs_O1/ir/ema_recurrence/ema_recurrence_v06.ll,main,%24,loop_carried_state,entry,phi,1,1,1,1,1,4,3,1,posit_16_1,16,1,1.000000e-03,2.891700e-04,1,7.108300e-04,actual_eval,single-loop_carried_state substitution; other entities fixed to fp64
ema_recurrence_v06,ema_recurrence,v06,,/home/hoju/test/posit_test/generated_apps/compiled_lcs_O1/ir/ema_recurrence/ema_recurrence_v06.ll,main,%24,loop_carried_state,entry,phi,1,1,1,1,1,4,3,1,posit_16_2,16,2,1.000000e-03,2.891700e-04,1,7.108300e-04,actual_eval,single-loop_carried_state substitution; other entities fixed to fp64
ema_recurrence_v06,ema_recurrence,v06,,/home/hoju/test/posit_test/generated_apps/compiled_lcs_O1/ir/ema_recurrence/ema_recurrence_v06.ll,main,%24,loop_carried_state,entry,phi,1,1,1,1,1,4,3,1,posit_32_0,32,0,1.000000e-03,2.206910e-10,1,9.999998e-04,actual_eval,single-loop_carried_state substitution; other entities fixed to fp64
ema_recurrence_v06,ema_recurrence,v06,,/home/hoju/test/posit_test/generated_apps/compiled_lcs_O1/ir/ema_recurrence/ema_recurrence_v06.ll,main,%24,loop_carried_state,entry,phi,1,1,1,1,1,4,3,1,posit_32_1,32,1,1.000000e-03,5.640290e-09,1,9.999944e-04,actual_eval,single-loop_carried_state substitution; other entities fixed to fp64
ema_recurrence_v06,ema_recurrence,v06,,/home/hoju/test/posit_test/generated_apps/compiled_lcs_O1/ir/ema_recurrence/ema_recurrence_v06.ll,main,%24,loop_carried_state,entry,phi,1,1,1,1,1,4,3,1,posit_32_2,32,2,1.000000e-03,2.027230e-09,1,9.999980e-04,actual_eval,single-loop_carried_state substitution; other entities fixed to fp64
ema_recurrence_v07,ema_recurrence,v07,,/home/hoju/test/posit_test/generated_apps/compiled_lcs_O1/ir/ema_recurrence/ema_recurrence_v07.ll,main,%24,loop_carried_state,entry,phi,1,1,1,1,1,4,3,1,posit_8_0,8,0,1.000000e-03,1.653920e-01,0,-1.643920e-01,actual_eval,single-loop_carried_state substitution; other entities fixed to fp64
ema_recurrence_v07,ema_recurrence,v07,,/home/hoju/test/posit_test/generated_apps/compiled_lcs_O1/ir/ema_recurrence/ema_recurrence_v07.ll,main,%24,loop_carried_state,entry,phi,1,1,1,1,1,4,3,1,posit_8_1,8,1,1.000000e-03,1.556120e-01,0,-1.546120e-01,actual_eval,single-loop_carried_state substitution; other entities fixed to fp64
ema_recurrence_v07,ema_recurrence,v07,,/home/hoju/test/posit_test/generated_apps/compiled_lcs_O1/ir/ema_recurrence/ema_recurrence_v07.ll,main,%24,loop_carried_state,entry,phi,1,1,1,1,1,4,3,1,posit_8_2,8,2,1.000000e-03,2.721030e-02,0,-2.621030e-02,actual_eval,single-loop_carried_state substitution; other entities fixed to fp64
ema_recurrence_v07,ema_recurrence,v07,,/home/hoju/test/posit_test/generated_apps/compiled_lcs_O1/ir/ema_recurrence/ema_recurrence_v07.ll,main,%24,loop_carried_state,entry,phi,1,1,1,1,1,4,3,1,posit_16_0,16,0,1.000000e-03,3.764790e-04,1,6.235210e-04,actual_eval,single-loop_carried_state substitution; other entities fixed to fp64
ema_recurrence_v07,ema_recurrence,v07,,/home/hoju/test/posit_test/generated_apps/compiled_lcs_O1/ir/ema_recurrence/ema_recurrence_v07.ll,main,%24,loop_carried_state,entry,phi,1,1,1,1,1,4,3,1,posit_16_1,16,1,1.000000e-03,6.266560e-04,1,3.733440e-04,actual_eval,single-loop_carried_state substitution; other entities fixed to fp64
ema_recurrence_v07,ema_recurrence,v07,,/home/hoju/test/posit_test/generated_apps/compiled_lcs_O1/ir/ema_recurrence/ema_recurrence_v07.ll,main,%24,loop_carried_state,entry,phi,1,1,1,1,1,4,3,1,posit_16_2,16,2,1.000000e-03,8.780470e-04,1,1.219530e-04,actual_eval,single-loop_carried_state substitution; other entities fixed to fp64
